CNPJ Entidade	Nome Entidade	Número Convênio	Órgão Concedente	Motivo Impedimento
00715264000121	NUCLEO DE ACAO PARA O DESENVOLVIMENTO SUSTENTAVEL	491445	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00718254000140	ASSOCIACAO BRASILIENSE DE DEFICIENTES VISUAIS	402339	MINISTERIO DA EDUCACAO	INSTAURAÇÃO DE TCE
00718254000140	ASSOCIACAO BRASILIENSE DE DEFICIENTES VISUAIS	423679	MINISTERIO DA EDUCACAO	INSTAURAÇÃO DE TCE
00728076000138	ASSOCIACAO DOS POVOS INDIGENAS DE TUMUCUMAQUE	445963	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00728076000138	ASSOCIACAO DOS POVOS INDIGENAS DE TUMUCUMAQUE	562407	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00744849000170	ASSOCIACAO DOS PRODUTORES DE LAGOA DE FORA	588762	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00755569000167	MOVIMENTO CENTRO DE CULTURA E AUTOFORMACAO	509093	PRESIDENCIA DA REPUBLICA	INSTAURAÇÃO DE TCE
00755569000167	MOVIMENTO CENTRO DE CULTURA E AUTOFORMACAO	535263	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
00756784000182	GRUPO DE TEATRO THESPIS	600297	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00764245000195	ASSOCIACAO DA RESISTENCIA CULTURAL AFRO-BRASILEIRA JACU	624341	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00766229000131	INSTITUTO PELO DESENVOLVIMENTO SAN EM MEIO TROPICAL	376906	MINISTERIO DA SAUDE	INSTAURAÇÃO DE TCE
00766639000182	JUPARA ASSES.P/ O DESENV. AGROEC DE COMUNIDADE RURAIS	516975	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00768913000152	INSTITUTO LATINO AMERICANO DE TECNOLOGIA EM EDUCACAO E	748044	MINISTERIO DO TRABALHO E EMPREGO	SICONV (MOTIVO NÃO ESPECIFICADO)
00772568000120	CONSELHO DAS ALDEIAS WAIAPI	448949	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00772568000120	CONSELHO DAS ALDEIAS WAIAPI	514653	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00774961000153	CENTRO DE CULTURA POPULAR VIVA ARTE	521738	MINISTERIO DO TURISMO	INSTAURAÇÃO DE TCE
00774961000153	CENTRO DE CULTURA POPULAR VIVA ARTE	522556	MINISTERIO DO TURISMO	INSTAURAÇÃO DE TCE
00774961000153	CENTRO DE CULTURA POPULAR VIVA ARTE	522619	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00774961000153	CENTRO DE CULTURA POPULAR VIVA ARTE	524930	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00782640000109	ASSOCIACAO OLHOS D AGUA DE PROTECAO AMBIENTAL	517768	MINISTERIO DA CULTURA	IRREGULARIDADES NA EXECUÇÃO
00791095000109	ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CHAPADA	461945	MINISTERIO DA EDUCACAO	INSTAURAÇÃO DE TCE
00791095000109	ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CHAPADA	482148	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECUÇÃO
00791095000109	ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CHAPADA	487982	PRESIDENCIA DA REPUBLICA	INSTAURAÇÃO DE TCE
00796762000146	ASSOCIACAO QUILOMBOLA DO SITIO ANGICO	617695	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00806041000170	CIA DE CULTURA	589613	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00817796000170	CONSELHO INDIGENA DO VALE DO JAVARI-CIVAJA	412662	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00817796000170	CONSELHO INDIGENA DO VALE DO JAVARI-CIVAJA	446239	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00817796000170	CONSELHO INDIGENA DO VALE DO JAVARI-CIVAJA	449938	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00818233000104	ASSOCIACAO BRASILEIRA DOS CLUBES DA MELHOR IDADE-ES	731987	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
00825539000180	SINDICATO DOS TRABALHADORES RURAIS DE POCONE	490364	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INEXECUÇÃO DO OBJETO (TOTAL OU PARCIAL)
00832155000194	INSTITUTO DE PESQUISAS APLICADAS DA BAHIA - IPA	703063	MINISTERIO DO ESPORTE	SICONV (MOTIVO NÃO ESPECIFICADO)
00838531000158	ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPICIONAIS DE TEFE	333700	MINISTERIO DA EDUCACAO	INSTAURAÇÃO DE TCE
00839572000169	ASSOCIACAO POPULAR DE CULTURA CACERENSE	523341	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00847303000144	ASSOCIACAO DE ASSISTENCIA A CARENCIA SOCIAL	395709	MINISTERIO DO MEIO AMBIENTE	INSTAURAÇÃO DE TCE
00847303000144	ASSOCIACAO DE ASSISTENCIA A CARENCIA SOCIAL	433712	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00847303000144	ASSOCIACAO DE ASSISTENCIA A CARENCIA SOCIAL	455733	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00847303000144	ASSOCIACAO DE ASSISTENCIA A CARENCIA SOCIAL	494942	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00847303000144	ASSOCIACAO DE ASSISTENCIA A CARENCIA SOCIAL	510395	MINISTERIO DA SAUDE	INSTAURAÇÃO DE TCE
00847303000144	ASSOCIACAO DE ASSISTENCIA A CARENCIA SOCIAL	525524	MINISTERIO DO ESPORTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00847303000144	ASSOCIACAO DE ASSISTENCIA A CARENCIA SOCIAL	618346	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00847303000144	ASSOCIACAO DE ASSISTENCIA A CARENCIA SOCIAL	703118	MINISTERIO DA CULTURA	SICONV (MOTIVO NÃO ESPECIFICADO)
00875892000174	ASSOCIACAO DE APOIO AO PROGRAMA CAPACITACAO SOLIDARIA	406582	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA EXECUÇÃO
00875892000174	ASSOCIACAO DE APOIO AO PROGRAMA CAPACITACAO SOLIDARIA	406602	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA EXECUÇÃO
00878857000109	FUNDACAO PARA O DESENVOLVIMENTO SOCIAL E INSTITUCIONAL	368207	MINISTERIO DA JUSTICA	IRREGULARIDADES NA EXECUÇÃO
00878857000109	FUNDACAO PARA O DESENVOLVIMENTO SOCIAL E INSTITUCIONAL	402524	MINISTERIO DA SAUDE	INSTAURAÇÃO DE TCE
00888184000178	ASSOCIACAO BARRAGARCENSE DOS CEGOS	423242	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00888242000163	ASS COM DOS PROD RURAIS RIO VERDE E LAGOA DE SAO JOAO	317914	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00888496000181	ASSOCIACAO RURAL DE CAMPO GRANDE	317830	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00892062000155	FEDERACAO DE APOIO AS INSTITUICOES SOCIAIS E ESCOLAS AL	579306	MINISTERIO DA EDUCACAO	INSTAURAÇÃO DE TCE
00894498000183	CENTRO DE CONVIVENCIA MUNDO MELHOR	624324	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00898019000105	CONGRESSO NACIONAL AFRO-BRASILEIRO	487288	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECUÇÃO
00898019000105	CONGRESSO NACIONAL AFRO-BRASILEIRO	579302	MINISTERIO DA EDUCACAO	INSTAURAÇÃO DE TCE
00898019000105	CONGRESSO NACIONAL AFRO-BRASILEIRO	582803	MINISTERIO DA SAUDE	INSTAURAÇÃO DE TCE
00898019000105	CONGRESSO NACIONAL AFRO-BRASILEIRO	620786	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00923426000117	INSTITUICAO EVANGELICA DESAFIO JOVEM LUZ NO VALE	573204	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00927080000125	CATAVENTO COMUNICACAO E EDUCACAO	533925	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00929006000148	AOPA - ASSOCIACAO PARA O DESENVOLVIMENTO DA AGROECOLOGI	466491	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00929006000148	AOPA - ASSOCIACAO PARA O DESENVOLVIMENTO DA AGROECOLOGI	484247	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00929006000148	AOPA - ASSOCIACAO PARA O DESENVOLVIMENTO DA AGROECOLOGI	491330	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00936770000140	ASSOCIACAO DOS PRODUT RUR IRRIGANTES DO VALE DO MOXOTO	487368	MINISTERIO DA INTEGRACAO NACIONAL	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00938214000103	FRATERNIDADE UNIVERSAL PROJETO CURUMIM	531276	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECUÇÃO
00940257000123	ASSOCIACAO COMUNITARIA DOS MORADORES DE CAPELA AL	622802	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00940838000165	FEDERACAO DE JUDO DO ESTADO DE ALAGOAS	751156	MINISTERIO DO ESPORTE	SICONV (MOTIVO NÃO ESPECIFICADO)
00952189000112	ASSOCIACAO DE PAIS E AMIGOS DOS EXEPCIONAIS DE APERIBE	455391	MINISTERIO DA EDUCACAO	INSTAURAÇÃO DE TCE
00974720000158	ACAO DA CIDADANIA-SAO PAULO S/C	499984	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00975548000157	ASSOCIACAO BRASILEIRA DE EDUCACAO A DISTANCIA - ABED	511171	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
00975889000122	ASSOCIACAO MANT.DA ESCOLA FAMILIA AGRI.DE LADEIRINHAS	560026	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECUÇÃO
00977370000183	ASSOCIACAO DE PRESERVACAO DA CULTURA CIGANA	481969	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00977370000183	ASSOCIACAO DE PRESERVACAO DA CULTURA CIGANA	610865	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00985693000119	MARACATU LEAO VENCEDOR	554225	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
00989966000101	CONSORCIACAO DE ASS PARA O DES DA PESCA LITORAL NORTE	537286	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
00995663000193	SOCIEDADE DE CULTURA DOMBALI	510112	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01002877000184	INSTITUTO DE ESTUDOS SOCIO AMBIENTAIS	514134	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01002877000184	INSTITUTO DE ESTUDOS SOCIO AMBIENTAIS	525507	MINISTERIO DO MEIO AMBIENTE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01010997000123	UNIAO DAS ALDEIAS KRAHO	396530	MINISTERIO DA JUSTICA	IRREGULARIDADES NA EXECUÇÃO
01010997000123	UNIAO DAS ALDEIAS KRAHO	555674	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01010997000123	UNIAO DAS ALDEIAS KRAHO	558905	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01010997000123	UNIAO DAS ALDEIAS KRAHO	589682	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
01015509000170	UNIAO DAS ASSOCIACOES AGROPECUARIAS DO AMAZONAS	317928	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURAÇÃO DE TCE
01020933000103	ASSOCIACAO DOS PEQ.PRODUTORES RURAIS DE SAO JOSE	463385	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURAÇÃO DE TCE
01024643000138	UNIAO DOS VEREADORES DO ESTADO DE SAO PAULO UVESP	605641	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01030493000175	OBRA ASSISTENCIAL CENTRO ESPIRITA MENSAGEIROS DE OXALA	598822	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01033312000164	ASSOCIACAO COMUNITARIA BENEFICENTE DE ENC E UMBURANAS	715385	MINISTERIO DA CULTURA	SICONV (MOTIVO NÃO ESPECIFICADO)
01036642000103	ASSOCIACAO DAS MULHERES INDIGENAS CENTRO OESTE PAULISTA	494049	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01049618000109	MATERNIDADE DR ADALBERTO PEREIRA DA SILVA	386090	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01051518000117	INSTITUTO DE APOIO AO DESENVOLVIMENTO HUMANO E DO MEIO	375511	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01051518000117	INSTITUTO DE APOIO AO DESENVOLVIMENTO HUMANO E DO MEIO	413480	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01051518000117	INSTITUTO DE APOIO AO DESENVOLVIMENTO HUMANO E DO MEIO	447223	MINISTERIO DA SAUDE	IRREGULARIDADES NA EXECUÇÃO
01051518000117	INSTITUTO DE APOIO AO DESENVOLVIMENTO HUMANO E DO MEIO	448976	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01051518000117	INSTITUTO DE APOIO AO DESENVOLVIMENTO HUMANO E DO MEIO	490660	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INSTAURAÇÃO DE TCE
01051550000100	ASSOCIACAO DE DESENV COMUNITARIO RE DO LARANJAL	356946	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01052752000169	ASAS DE SOCORRO	520303	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01058442000151	ASSOCIACAO DE PROMOCAO DO DESENVOLVIMENTO SUSTENTAVEL	533812	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
01060586000142	FUNDACAO 21 DE ABRIL	414032	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECUÇÃO
01060586000142	FUNDACAO 21 DE ABRIL	499736	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECUÇÃO
01060586000142	FUNDACAO 21 DE ABRIL	562260	MINISTERIO DO TURISMO	INSTAURAÇÃO DE TCE
01060586000142	FUNDACAO 21 DE ABRIL	585746	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECUÇÃO
01060586000142	FUNDACAO 21 DE ABRIL	591032	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECUÇÃO
01066691000199	SIND TRAB COND DE VEIC DE DUAS RODAS DO EST DE GOIAS	702112	MINISTERIO DO TRABALHO E EMPREGO	SICONV (MOTIVO NÃO ESPECIFICADO)
01066691000199	SIND TRAB COND DE VEIC DE DUAS RODAS DO EST DE GOIAS	728505	MINISTERIO DO TRABALHO E EMPREGO	SICONV (MOTIVO NÃO ESPECIFICADO)
01068352000141	ASSOCIACAO DOS APICULTORES DO ESTADO DE GOIAS	512430	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INSTAURAÇÃO DE TCE
01073457000199	FAPEC - FUNDACAO ALAGOANA DE PESQUISA, EDUCACAO E CULTU	432887	MINISTERIO DA EDUCACAO	INSTAURAÇÃO DE TCE
01081476000167	ASSOCIACAO MUSICAL 10 DE AGOSTO	527824	MINISTERIO DO TURISMO	IRREGULARIDADES NA EXECUÇÃO
01086983000193	FUNDACAO DE ASSISTENCIA AO SUDESTE AMAZONICO	478480	MINISTERIO DA SAUDE	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01096109000137	FUNDACAO PARQUE DE EVENTOS E DESENV DE BENTO GONCALVES	702952	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
01101595000134	GRUPO ESTRUTURACAO GRUPO HOMOSSEXUAL DE BRASILIA GE	527360	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01101595000134	GRUPO ESTRUTURACAO GRUPO HOMOSSEXUAL DE BRASILIA GE	527368	PRESIDENCIA DA REPUBLICA	INSTAURAÇÃO DE TCE
01101595000134	GRUPO ESTRUTURACAO GRUPO HOMOSSEXUAL DE BRASILIA GE	538511	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01106059000121	ASSOCIACAO OLIMPIENSE DEFESA DO FOLCLORE BRASILEIRO	566881	MINISTERIO DO TURISMO	INSTAURAÇÃO DE TCE
01131133000160	APAE ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS	405510	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECUÇÃO
01131133000160	APAE ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS	463653	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECUÇÃO
01143318000194	ASSOC VYTY-CATI DAS COMUNIDADES TIMBIRA DO MA E TO	571420	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01158768000150	ASSOCIACAO CULTURAL E RELIGIOSA ALCANTARENSE	523991	MINISTERIO DO TURISMO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01158768000150	ASSOCIACAO CULTURAL E RELIGIOSA ALCANTARENSE	591100	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01173906000170	FEDERACAO RONDONIENSE DE MULHERES	579529	MINISTERIO DO DESENV,IND. E COMERCIO EXTERIOR	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01173906000170	FEDERACAO RONDONIENSE DE MULHERES	728564	PRESIDENCIA DA REPUBLICA	SICONV (MOTIVO NÃO ESPECIFICADO)
01181316000190	SINDICATO RURAL DE CAMPINAPOLIS	468009	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	INEXECUÇÃO DO OBJETO (TOTAL OU PARCIAL)
01181817000176	SINDICATO RURAL DE PIRES DO RIO	114911	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01189836000653	COMUNIDADE DE SAUDE DESENVOLVIMENTO E EDUCACAO	135971	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01196375000131	INSTITUTO SANTA EMILIA DE RODAT	344107	MINISTERIO DA EDUCACAO	INSTAURAÇÃO DE TCE
01203327000123	CESAR CENTRO DE ESTUDOS E SISTEMAS AVANCADOS DO RECIFE	513534	MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO	IRREGULARIDADES NA EXECUÇÃO
01211224000105	INSTITUTO DELTA DE EDUCACAO	603365	MINISTERIO DA EDUCACAO	IRREGULARIDADES NA EXECUÇÃO
01213019000189	CENTRO DE DOCUMENTACAO E INFORMACAO COISA DE MULHER	707659	PRESIDENCIA DA REPUBLICA	SICONV (MOTIVO NÃO ESPECIFICADO)
01213019000189	CENTRO DE DOCUMENTACAO E INFORMACAO COISA DE MULHER	751878	PRESIDENCIA DA REPUBLICA	SICONV (MOTIVO NÃO ESPECIFICADO)
01218134000146	LIGA CAMPONESA DO NORTE DE MINAS GERAIS	317940	MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01221739000196	UNIAO CENT DAS ASS COM PEQ P R E ENT SIM DO MUN TURIACU	404991	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01221739000196	UNIAO CENT DAS ASS COM PEQ P R E ENT SIM DO MUN TURIACU	543191	MINISTERIO DO DESENVOLVIMENTO AGRARIO	IRREGULARIDADES NA EXECUÇÃO
01227338000143	OFICINA DE ARTES DE ARACI	532753	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01231633000173	ASSOCIACAO DA CASA FAMILIAR RURAL DE RIO DO SUL	588460	MINISTERIO DO DESENVOLVIMENTO AGRARIO	INEXECUÇÃO DO OBJETO (TOTAL OU PARCIAL)
01243783000105	ASS DE DES E DEF DOS DESC DE BONIF L MARIA, JOSE M RIBE	569139	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA EXECUÇÃO
01243783000105	ASS DE DES E DEF DOS DESC DE BONIF L MARIA, JOSE M RIBE	599758	PRESIDENCIA DA REPUBLICA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01264363000105	ASSOCIACAO BRASILEIRA DE BARES E RESTAURANTES	703246	MINISTERIO DO TURISMO	SICONV (MOTIVO NÃO ESPECIFICADO)
01276315000129	ASSOCIACAO DOS ARTISTAS DO CARPINA	415105	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01276315000129	ASSOCIACAO DOS ARTISTAS DO CARPINA	415606	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
01279000000135	ASSOCIACAO DE PAIS E AMIGOS DOS EXCEP.CORRENTINA E REG.	399397	MINISTERIO DA EDUCACAO	MOTIVO NÃO ESPECIFICADO
01301167000155	ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE COLIDER	509891	MINISTERIO DA EDUCACAO	INSTAURAÇÃO DE TCE
01316881000117	NUCLEO DE CULTURA AFRO-BRASILEIRA IYA-OGUNTE	557846	MINISTERIO DA CULTURA	IRREGULARIDADES NA PRESTAÇÃO DE CONTAS (ATRASO, OMISSÃO OU IMPUGNAÇÃO)
